0,3215
0,6178
0,744
0,3139
0,7189
0,6152
0,6886
0,5274
0,1777
0,243
0,8407
0,434
0,9387
0,2202
0,308
0,557
0,786
0,3897
0,5582
0,6462
1,4211
1,4701
1,4804
1,8469
1,9786
2,2690
2,334
2,4709
2,5107
3,3903
3,8885
3,496
3,888
3,6933
3,3930
3,3226
3,4862
4,6973
4,5532
4,5898
4,1447
5,348
5,7807
5,8250
5,891
5,6429
6,7788
6,9675
6,2985
6,3068
6,410
6,3634
6,5298
6,5995
6,3586
6,539
7,9438
7,4677
7,971
7,7388
7,1263
7,2631
7,9261
7,6410
7,9084
7,2301
7,3819
7,6382
7,6193
8,2432
8,2254
8,905
8,1296
8,7868
8,1966
8,5758
8,437
8,5290
8,3348
8,214
8,5896
8,8404
8,334
9,9658
9,3275
9,625
9,7273
9,7087
9,4282
9,5032
9,8642
9,9899
9,1891
9,3671
9,6731
9,9590
9,1928
9,8605
9,6767
9,9102
9,4366
9,3937
9,872
10,4946
10,5353
10,5943
10,8013
10,3223
10,3942
10,9629
10,4837
10,1661
10,7181
10,8965
10,7725
10,3001
10,9230
10,1062
10,4004
10,7329
10,3909
11,7710
11,4066
11,1263
11,7112
11,1856
11,3493
11,7775
11,5964
11,1815
12,8240
12,5935
12,4447
12,2331
12,6648
12,1732
12,3857
12,1696
12,5345
12,6546
13,5190
13,2499
13,3948
13,1167
13,5151
13,556
13,7757
13,7045
13,7475
13,8399
13,6328
14,548
14,4308
14,5564
14,6664
15,6060
15,7815
15,9358
15,6855
15,1066
15,4051
15,4367
15,5377
16,8334
16,7987
16,5884
17,1253
17,2215
17,6431
17,8756
17,1382
17,760
17,595
17,3611
17,6115
17,6049
18,907
18,5283
18,5766
18,8658
18,1316
18,2722
18,9190
18,6693
18,4938
19,7976
19,7305
19,433
19,5741
19,5047
19,7367
19,8674
19,4455
19,8213
19,5975
19,3848
19,5097
19,9195
19,9853
19,659
19,8642
19,4529
20,98
20,3613
20,2937
20,2614
20,9722
20,7920
20,6849
20,936
20,677
20,5733
20,2819
20,8602
20,7412
20,8364
20,8307
20,9405
20,3207
21,9683
21,9789
21,7495
21,7520
21,2968
22,6082
22,2431
22,9814
22,7591
22,3661
22,6863
22,2196
22,5263
22,5903
22,3513
22,9920
22,3659
22,3895
22,6681
22,4841
22,185
22,9924
22,8458
22,5742
22,7309
23,7370
23,8478
23,3167
23,942
23,8466
23,5353
23,4060
23,2915
23,5006
24,3313
24,8555
24,5241
24,2444
24,2530
24,5014
24,7113
24,9196
24,4475
24,9907
24,6388
24,0
24,5414
24,1292
24,9053
24,5632
24,1404
24,6895
24,395
24,9988
25,3482
25,6475
25,1879
25,151
25,4230
26,3302
26,5490
26,2034
26,3956
26,4653
26,8970
26,931
26,9145
27,9099
27,3864
27,4105
27,1527
27,6337
27,526
27,3168
27,7919
27,9315
27,5634
27,4436
27,1045
27,5363
27,6913
27,237
27,9946
27,175
27,9427
27,7541
28,7622
28,8627
28,928
28,6032
28,5835
28,8124
29,421
29,5651
29,4734
29,8030
29,6148
29,3614
29,9569
29,9734
30,1981
30,9072
30,4649
30,7907
30,3039
30,5718
30,5437
30,3497
30,5106
30,5846
30,2764
30,3922
30,3855
30,5989
31,3449
31,1530
31,5732
31,8956
31,157
31,738
31,9121
31,6695
31,540
32,6235
32,2028
32,7790
32,5963
32,4930
32,1979
32,9621
32,5450
32,8937
32,5248
32,9839
32,7146
32,5851
32,9568
32,9942
32,4589
33,4109
33,7541
33,2805
33,6325
33,1587
33,7710
33,9778
33,4757
33,4881
33,9402
33,6740
33,7546
33,9147
34,7815
34,6173
34,9975
34,5374
35,6379
35,6366
35,200
35,7469
35,6622
35,6626
35,1163
35,8222
35,7242
35,5469
36,6701
36,976
36,9211
36,4032
36,2306
36,9393
36,5242
36,7022
36,3110
36,615
36,129
37,383
37,637
37,8689
37,3938
37,1028
37,2611
37,2868
37,2612
37,3361
37,9878
37,845
37,6023
37,4815
37,7665
38,3042
38,6
38,5781
38,9533
38,8530
38,1163
38,4584
38,3177
38,7786
38,9939
38,8840
38,2631
38,9793
38,1353
39,485
39,4184
39,2222
39,3444
39,5632
39,9384
39,7129
39,1045
39,9831
39,7108
39,3295
39,4710
39,1022
39,3750
39,7835
39,8022
39,2791
39,7524
40,5761
40,8661
40,2248
40,6528
40,8473
40,8606
40,65
40,4272
41,1839
41,9749
41,1968
41,9317
41,6152
42,8696
42,1389
42,1632
43,3715
43,8599
43,2469
43,5836
43,893
43,3535
43,8719
43,1204
43,7076
43,6748
43,9811
43,285
43,1416
43,2119
43,1930
43,5621
43,1267
43,593
43,5024
44,2919
44,3242
44,1049
45,3747
45,5771
45,4868
45,9662
45,5537
45,3241
45,2291
45,671
45,7472
45,5773
45,5774
45,9263
45,4245
45,3530
45,1912
45,4531
45,6212
45,264
45,8340
45,4810
46,8549
46,6344
46,3385
46,6431
46,8766
46,3363
46,3316
46,8343
46,4009
46,4075
46,2432
46,7220
46,7675
47,6497
47,2412
47,9708
47,7634
47,9996
47,7486
47,1811
47,7834
47,1928
47,8966
47,6998
47,6883
47,5492
47,6921
47,7368
48,4743
48,2858
48,7012
48,4089
48,7030
48,3157
48,6331
48,307
48,6835
48,7374
48,5696
48,7098
48,7590
48,416
49,664
49,6939
49,3399
50,6134
50,3977
50,1346
50,6609
50,6188
50,5522
50,3850
50,1397
50,5902
50,7734
50,3898
50,9856
50,7127
50,8423
50,8993
50,3826
50,865
50,8261
51,3753
51,3901
51,640
51,9502
51,9732
51,1093
51,9493
51,6280
51,2468
51,9450
51,692
51,476
51,6428
51,9650
51,5349
51,7218
51,9951
51,3428
51,3787
52,6114
52,7261
52,1973
52,5163
53,115
53,424
53,6680
53,8343
53,7041
53,4859
53,8582
53,1153
53,5840
54,6085
54,1986
54,9273
54,1235
55,3055
55,3077
55,262
55,1251
55,5577
55,486
55,5501
55,4920
55,9310
55,1298
55,9421
56,6067
56,6754
56,2887
56,6737
56,3798
56,2777
56,9656
56,2187
56,5180
56,9311
56,7934
56,9854
56,6409
57,3513
57,2766
57,8042
57,4311
57,1785
57,2703
57,8828
57,7813
57,1756
57,1458
57,310
57,8447
57,1834
57,2238
57,4384
57,9865
57,3425
57,5776
57,3647
57,4329
58,5951
58,7552
58,8180
58,9923
58,8230
58,7943
58,3343
58,4908
58,7621
58,7516
58,5829
58,6270
58,1399
58,5456
58,2821
58,1379
58,2528
58,3510
59,212
59,7077
59,9406
59,3502
59,8329
59,3261
59,3232
59,817
59,5067
59,137
59,8279
60,1954
60,9654
60,9754
60,9101
60,8802
60,9713
60,9590
60,6226
60,1621
60,6731
60,7573
60,5277
60,5955
60,7390
60,7020
60,4331
60,8302
60,6606
60,1689
61,5911
61,9520
61,9996
61,6471
61,165
61,9035
61,8000
61,3703
61,3200
61,6271
61,1933
62,4073
62,1313
62,1992
62,2982
62,1975
62,636
62,6816
62,4239
62,2973
